session_id,user_type,channel,product,page,event_time,purchase_flag
16,New,Organic,Jacket,Category,2025-10-20 08:06:44,0
16,New,Organic,Jacket,Product,2025-10-20 08:13:20,0
17,New,Organic,Watch,Home,2025-10-20 08:31:00,0
17,New,Organic,Watch,Category,2025-10-20 08:39:11,0
17,New,Organic,Watch,Product,2025-10-20 08:42:07,0
17,New,Organic,Watch,AddToCart,2025-10-20 08:50:14,0
18,New,Organic,Bag,Home,2025-10-20 15:21:00,0
18,New,Organic,Bag,Category,2025-10-20 15:21:59,0
18,New,Organic,Bag,Product,2025-10-20 15:24:17,0
18,New,Organic,Bag,AddToCart,2025-10-20 15:33:19,0
19,New,Organic,Bag,Home,2025-10-20 20:37:00,0
19,New,Organic,Bag,Category,2025-10-20 20:41:12,0
19,New,Organic,Bag,Product,2025-10-20 20:43:31,0
19,New,Organic,Bag,AddToCart,2025-10-20 20:51:38,0
20,New,Paid,Shoes,Home,2025-10-20 16:52:00,0
20,New,Paid,Shoes,Category,2025-10-20 17:01:15,0
21,Returning,Paid,Bag,Home,2025-10-21 07:29:00,0
21,Returning,Paid,Bag,Category,2025-10-21 07:32:55,0
21,Returning,Paid,Bag,Product,2025-10-21 07:38:31,0
21,Returning,Paid,Bag,AddToCart,2025-10-21 07:42:14,0
21,Returning,Paid,Bag,Checkout,2025-10-21 07:49:42,1
22,New,Referral,Watch,Home,2025-10-20 12:59:00,0
23,Returning,Organic,Watch,Home,2025-10-21 01:21:00,0
23,Returning,Organic,Watch,Category,2025-10-21 01:29:28,0
24,New,Referral,Shoes,Home,2025-10-21 06:02:00,0
24,New,Referral,Shoes,Category,2025-10-21 06:09:47,0
25,New,Organic,Shoes,Home,2025-10-20 09:49:00,0
25,New,Organic,Shoes,Category,2025-10-20 09:54:18,0
26,New,Referral,Jacket,Home,2025-10-20 21:03:00,0
26,New,Referral,Jacket,Category,2025-10-20 21:08:22,0
26,New,Referral,Jacket,Product,2025-10-20 21:15:08,0
27,New,Organic,Watch,Home,2025-10-20 08:02:00,0
27,New,Organic,Watch,Category,2025-10-20 08:08:41,0
27,New,Organic,Watch,Product,2025-10-20 08:12:20,0
28,New,Organic,Shoes,Home,2025-10-20 11:56:00,0
28,New,Organic,Shoes,Category,2025-10-20 12:03:34,0
28,New,Organic,Shoes,Product,2025-10-20 12:11:23,0
29,Returning,Organic,Jacket,Home,2025-10-20 16:43:00,0
29,Returning,Organic,Jacket,Category,2025-10-20 16:52:38,0
30,New,Organic,Jacket,Home,2025-10-20 09:27:00,0
30,New,Organic,Jacket,Category,2025-10-20 09:30:04,0
31,Returning,Paid,Shoes,Home,2025-10-20 19:31:00,0
31,Returning,Paid,Shoes,Category,2025-10-20 19:40:28,0
31,Returning,Paid,Shoes,Product,2025-10-20 19:49:56,0
32,Returning,Paid,Jacket,Home,2025-10-21 00:10:00,0
32,Returning,Paid,Jacket,Category,2025-10-21 00:15:17,0
32,Returning,Paid,Jacket,Product,2025-10-21 00:19:35,0
32,Returning,Paid,Jacket,AddToCart,2025-10-21 00:28:57,0
32,Returning,Paid,Jacket,Checkout,2025-10-21 00:32:51,0
33,Returning,Paid,Bag,Home,2025-10-20 20:08:00,0
33,Returning,Paid,Bag,Category,2025-10-20 20:13:38,0
33,Returning,Paid,Bag,Product,2025-10-20 20:18:33,0
34,New,Organic,Bag,Home,2025-10-20 22:00:00,0
34,New,Organic,Bag,Category,2025-10-20 22:01:33,0
34,New,Organic,Bag,Product,2025-10-20 22:02:38,0
35,New,Paid,Jacket,Home,2025-10-20 11:28:00,0
36,New,Paid,Watch,Home,2025-10-21 04:32:00,0
36,New,Paid,Watch,Category,2025-10-21 04:37:33,0
36,New,Paid,Watch,Product,2025-10-21 04:40:23,0
36,New,Paid,Watch,AddToCart,2025-10-21 04:49:44,0
36,New,Paid,Watch,Checkout,2025-10-21 04:53:52,0
37,New,Paid,Shoes,Home,2025-10-20 21:36:00,0
37,New,Paid,Shoes,Category,2025-10-20 21:42:57,0
37,New,Paid,Shoes,Product,2025-10-20 21:43:42,0
37,New,Paid,Shoes,AddToCart,2025-10-20 21:47:55,0
37,New,Paid,Shoes,Checkout,2025-10-20 21:56:54,1
38,Returning,Organic,Bag,Home,2025-10-21 05:15:00,0
38,Returning,Organic,Bag,Category,2025-10-21 05:22:58,0
38,Returning,Organic,Bag,Product,2025-10-21 05:29:20,0
39,New,Paid,Watch,Home,2025-10-21 03:34:00,0
39,New,Paid,Watch,Category,2025-10-21 03:37:02,0
40,New,Organic,Watch,Home,2025-10-21 00:41:00,0
40,New,Organic,Watch,Category,2025-10-21 00:43:01,0
40,New,Organic,Watch,Product,2025-10-21 00:47:45,0
40,New,Organic,Watch,AddToCart,2025-10-21 00:49:46,0
41,New,Paid,Jacket,Home,2025-10-21 06:59:00,0
42,New,Paid,Shoes,Home,2025-10-21 05:29:00,0
42,New,Paid,Shoes,Category,2025-10-21 05:37:00,0
42,New,Paid,Shoes,Product,2025-10-21 05:39:03,0
42,New,Paid,Shoes,AddToCart,2025-10-21 05:45:25,0
42,New,Paid,Shoes,Checkout,2025-10-21 05:53:12,0
43,New,Organic,Watch,Home,2025-10-21 02:09:00,0
43,New,Organic,Watch,Category,2025-10-21 02:09:40,0
43,New,Organic,Watch,Product,2025-10-21 02:11:25,0
43,New,Organic,Watch,AddToCart,2025-10-21 02:12:03,0
44,New,Referral,Watch,Home,2025-10-21 04:16:00,0
44,New,Referral,Watch,Category,2025-10-21 04:19:36,0
45,New,Organic,Bag,Home,2025-10-21 03:48:00,0
46,New,Organic,Shoes,Home,2025-10-21 03:57:00,0
46,New,Organic,Shoes,Category,2025-10-21 04:03:59,0
46,New,Organic,Shoes,Product,2025-10-21 04:08:10,0
47,Returning,Referral,Jacket,Home,2025-10-21 02:15:00,0
47,Returning,Referral,Jacket,Category,2025-10-21 02:22:48,0
47,Returning,Referral,Jacket,Product,2025-10-21 02:23:58,0
47,Returning,Referral,Jacket,AddToCart,2025-10-21 02:29:39,0
47,Returning,Referral,Jacket,Checkout,2025-10-21 02:35:53,1
48,New,Referral,Jacket,Home,2025-10-20 16:57:00,0
48,New,Referral,Jacket,Category,2025-10-20 16:59:01,0
48,New,Referral,Jacket,Product,2025-10-20 17:01:07,0
48,New,Referral,Jacket,AddToCart,2025-10-20 17:02:10,0
48,New,Referral,Jacket,Checkout,2025-10-20 17:06:30,1
49,Returning,Referral,Watch,Home,2025-10-20 17:13:00,0
49,Returning,Referral,Watch,Category,2025-10-20 17:18:34,0
49,Returning,Referral,Watch,Product,2025-10-20 17:20:07,0
49,Returning,Referral,Watch,AddToCart,2025-10-20 17:29:33,0
50,Returning,Organic,Watch,Home,2025-10-20 12:38:00,0
50,Returning,Organic,Watch,Category,2025-10-20 12:39:35,0
51,New,Referral,Shoes,Home,2025-10-21 04:20:00,0
51,New,Referral,Shoes,Category,2025-10-21 04:25:30,0
52,New,Organic,Watch,Home,2025-10-20 16:27:00,0
52,New,Organic,Watch,Category,2025-10-20 16:36:39,0
53,New,Organic,Watch,Home,2025-10-20 12:40:00,0
53,New,Organic,Watch,Category,2025-10-20 12:44:27,0
53,New,Organic,Watch,Product,2025-10-20 12:46:54,0
54,New,Organic,Watch,Home,2025-10-21 00:53:00,0
54,New,Organic,Watch,Category,2025-10-21 00:54:58,0
55,New,Paid,Shoes,Home,2025-10-20 20:51:00,0
55,New,Paid,Shoes,Category,2025-10-20 20:56:53,0
55,New,Paid,Shoes,Product,2025-10-20 21:02:39,0
55,New,Paid,Shoes,AddToCart,2025-10-20 21:07:08,0
56,New,Organic,Bag,Home,2025-10-21 04:52:00,0
56,New,Organic,Bag,Category,2025-10-21 04:56:25,0
56,New,Organic,Bag,Product,2025-10-21 05:01:57,0
57,Returning,Organic,Bag,Home,2025-10-20 23:44:00,0
57,Returning,Organic,Bag,Category,2025-10-20 23:49:54,0
57,Returning,Organic,Bag,Product,2025-10-20 23:52:10,0
58,Returning,Organic,Jacket,Home,2025-10-21 07:26:00,0
58,Returning,Organic,Jacket,Category,2025-10-21 07:35:28,0
59,New,Paid,Bag,Home,2025-10-20 10:40:00,0
60,New,Organic,Jacket,Home,2025-10-21 07:13:00,0
60,New,Organic,Jacket,Category,2025-10-21 07:17:59,0
60,New,Organic,Jacket,Product,2025-10-21 07:23:47,0
60,New,Organic,Jacket,AddToCart,2025-10-21 07:28:15,0
61,Returning,Organic,Bag,Home,2025-10-20 12:58:00,0
61,Returning,Organic,Bag,Category,2025-10-20 13:01:41,0
61,Returning,Organic,Bag,Product,2025-10-20 13:06:00,0
61,Returning,Organic,Bag,AddToCart,2025-10-20 13:10:05,0
61,Returning,Organic,Bag,Checkout,2025-10-20 13:14:12,0
62,New,Organic,Bag,Home,2025-10-21 04:13:00,0
62,New,Organic,Bag,Category,2025-10-21 04:20:55,0
62,New,Organic,Bag,Product,2025-10-21 04:28:26,0
62,New,Organic,Bag,AddToCart,2025-10-21 04:29:22,0
63,New,Paid,Watch,Home,2025-10-20 15:02:00,0
63,New,Paid,Watch,Category,2025-10-20 15:08:12,0
63,New,Paid,Watch,Product,2025-10-20 15:17:26,0
63,New,Paid,Watch,AddToCart,2025-10-20 15:24:48,0
64,New,Organic,Bag,Home,2025-10-21 02:03:00,0
64,New,Organic,Bag,Category,2025-10-21 02:11:31,0
64,New,Organic,Bag,Product,2025-10-21 02:13:04,0
64,New,Organic,Bag,AddToCart,2025-10-21 02:14:51,0
65,New,Paid,Bag,Home,2025-10-20 15:10:00,0
65,New,Paid,Bag,Category,2025-10-20 15:15:39,0
65,New,Paid,Bag,Product,2025-10-20 15:18:02,0
66,New,Referral,Jacket,Home,2025-10-21 07:17:00,0
66,New,Referral,Jacket,Category,2025-10-21 07:25:36,0
66,New,Referral,Jacket,Product,2025-10-21 07:32:35,0
66,New,Referral,Jacket,AddToCart,2025-10-21 07:40:56,0
67,Returning,Organic,Bag,Home,2025-10-20 10:19:00,0
67,Returning,Organic,Bag,Category,2025-10-20 10:21:21,0
67,Returning,Organic,Bag,Product,2025-10-20 10:24:03,0
67,Returning,Organic,Bag,AddToCart,2025-10-20 10:32:23,0
68,New,Referral,Jacket,Home,2025-10-20 14:33:00,0
68,New,Referral,Jacket,Category,2025-10-20 14:34:13,0
69,New,Organic,Watch,Home,2025-10-20 21:43:00,0
69,New,Organic,Watch,Category,2025-10-20 21:50:11,0
69,New,Organic,Watch,Product,2025-10-20 21:58:02,0
69,New,Organic,Watch,AddToCart,2025-10-20 22:06:24,0
69,New,Organic,Watch,Checkout,2025-10-20 22:15:13,0
70,Returning,Organic,Watch,Home,2025-10-20 12:39:00,0
70,Returning,Organic,Watch,Category,2025-10-20 12:45:38,0
71,New,Paid,Jacket,Home,2025-10-20 08:01:00,0
71,New,Paid,Jacket,Category,2025-10-20 08:10:22,0
72,New,Referral,Watch,Home,2025-10-20 15:26:00,0
72,New,Referral,Watch,Category,2025-10-20 15:29:06,0
72,New,Referral,Watch,Product,2025-10-20 15:32:02,0
72,New,Referral,Watch,AddToCart,2025-10-20 15:41:18,0
72,New,Referral,Watch,Checkout,2025-10-20 15:43:29,1
73,New,Organic,Watch,Home,2025-10-20 22:09:00,0
73,New,Organic,Watch,Category,2025-10-20 22:16:00,0
73,New,Organic,Watch,Product,2025-10-20 22:18:05,0
73,New,Organic,Watch,AddToCart,2025-10-20 22:20:11,0
74,New,Paid,Watch,Home,2025-10-20 11:37:00,0
74,New,Paid,Watch,Category,2025-10-20 11:42:36,0
74,New,Paid,Watch,Product,2025-10-20 11:46:18,0
75,New,Referral,Shoes,Home,2025-10-20 22:13:00,0
76,New,Organic,Shoes,Home,2025-10-20 13:56:00,0
76,New,Organic,Shoes,Category,2025-10-20 14:05:01,0
76,New,Organic,Shoes,Product,2025-10-20 14:14:31,0
76,New,Organic,Shoes,AddToCart,2025-10-20 14:23:49,0
76,New,Organic,Shoes,Checkout,2025-10-20 14:29:44,0
77,New,Referral,Shoes,Home,2025-10-21 03:08:00,0
77,New,Referral,Shoes,Category,2025-10-21 03:16:29,0
77,New,Referral,Shoes,Product,2025-10-21 03:25:11,0
78,Returning,Organic,Shoes,Home,2025-10-21 03:07:00,0
78,Returning,Organic,Shoes,Category,2025-10-21 03:14:40,0
78,Returning,Organic,Shoes,Product,2025-10-21 03:22:46,0
78,Returning,Organic,Shoes,AddToCart,2025-10-21 03:31:51,0
78,Returning,Organic,Shoes,Checkout,2025-10-21 03:37:47,0
79,New,Paid,Watch,Home,2025-10-20 11:29:00,0
79,New,Paid,Watch,Category,2025-10-20 11:34:30,0
80,Returning,Organic,Shoes,Home,2025-10-20 14:12:00,0
81,New,Organic,Jacket,Home,2025-10-20 16:17:00,0
81,New,Organic,Jacket,Category,2025-10-20 16:17:47,0
81,New,Organic,Jacket,Product,2025-10-20 16:19:03,0
82,Returning,Paid,Bag,Home,2025-10-21 04:02:00,0
82,Returning,Paid,Bag,Category,2025-10-21 04:06:11,0
82,Returning,Paid,Bag,Product,2025-10-21 04:15:02,0
82,Returning,Paid,Bag,AddToCart,2025-10-21 04:24:33,0
82,Returning,Paid,Bag,Checkout,2025-10-21 04:29:59,0
83,New,Organic,Watch,Home,2025-10-20 23:03:00,0
83,New,Organic,Watch,Category,2025-10-20 23:07:18,0
83,New,Organic,Watch,Product,2025-10-20 23:10:58,0
83,New,Organic,Watch,AddToCart,2025-10-20 23:18:57,0
83,New,Organic,Watch,Checkout,2025-10-20 23:28:10,0
84,Returning,Organic,Bag,Home,2025-10-21 02:12:00,0
84,Returning,Organic,Bag,Category,2025-10-21 02:14:57,0
84,Returning,Organic,Bag,Product,2025-10-21 02:21:33,0
84,Returning,Organic,Bag,AddToCart,2025-10-21 02:26:33,0
84,Returning,Organic,Bag,Checkout,2025-10-21 02:36:04,0
85,New,Paid,Jacket,Home,2025-10-20 12:59:00,0
85,New,Paid,Jacket,Category,2025-10-20 13:00:26,0
85,New,Paid,Jacket,Product,2025-10-20 13:04:40,0
86,Returning,Organic,Jacket,Home,2025-10-20 13:08:00,0
86,Returning,Organic,Jacket,Category,2025-10-20 13:09:24,0
86,Returning,Organic,Jacket,Product,2025-10-20 13:12:15,0
86,Returning,Organic,Jacket,AddToCart,2025-10-20 13:21:06,0
86,Returning,Organic,Jacket,Checkout,2025-10-20 13:22:52,0
87,New,Organic,Jacket,Home,2025-10-20 13:42:00,0
88,New,Paid,Watch,Home,2025-10-21 00:25:00,0
88,New,Paid,Watch,Category,2025-10-21 00:34:55,0
88,New,Paid,Watch,Product,2025-10-21 00:42:32,0
88,New,Paid,Watch,AddToCart,2025-10-21 00:50:02,0
89,New,Paid,Jacket,Home,2025-10-21 06:29:00,0
90,New,Paid,Bag,Home,2025-10-20 09:53:00,0
91,New,Referral,Shoes,Home,2025-10-20 22:51:00,0
91,New,Referral,Shoes,Category,2025-10-20 22:55:16,0
91,New,Referral,Shoes,Product,2025-10-20 23:01:50,0
92,New,Referral,Watch,Home,2025-10-20 17:57:00,0
92,New,Referral,Watch,Category,2025-10-20 18:04:44,0
92,New,Referral,Watch,Product,2025-10-20 18:10:07,0
93,Returning,Paid,Jacket,Home,2025-10-20 22:51:00,0
93,Returning,Paid,Jacket,Category,2025-10-20 22:59:15,0
93,Returning,Paid,Jacket,Product,2025-10-20 23:04:40,0
93,Returning,Paid,Jacket,AddToCart,2025-10-20 23:06:32,0
93,Returning,Paid,Jacket,Checkout,2025-10-20 23:12:21,1
94,New,Referral,Jacket,Home,2025-10-21 03:19:00,0
94,New,Referral,Jacket,Category,2025-10-21 03:28:40,0
94,New,Referral,Jacket,Product,2025-10-21 03:35:37,0
94,New,Referral,Jacket,AddToCart,2025-10-21 03:38:46,0
94,New,Referral,Jacket,Checkout,2025-10-21 03:46:06,0
95,Returning,Organic,Watch,Home,2025-10-20 23:41:00,0
95,Returning,Organic,Watch,Category,2025-10-20 23:50:50,0
95,Returning,Organic,Watch,Product,2025-10-20 23:58:07,0
96,Returning,Organic,Jacket,Home,2025-10-20 21:06:00,0
96,Returning,Organic,Jacket,Category,2025-10-20 21:07:50,0
96,Returning,Organic,Jacket,Product,2025-10-20 21:10:02,0
97,Returning,Referral,Shoes,Home,2025-10-20 18:54:00,0
97,Returning,Referral,Shoes,Category,2025-10-20 18:56:17,0
98,Returning,Paid,Shoes,Home,2025-10-20 09:49:00,0
98,Returning,Paid,Shoes,Category,2025-10-20 09:51:19,0
99,Returning,Organic,Shoes,Home,2025-10-21 04:35:00,0
100,New,Referral,Jacket,Home,2025-10-21 08:00:00,0
100,New,Referral,Jacket,Category,2025-10-21 08:08:23,0
100,New,Referral,Jacket,Product,2025-10-21 08:13:19,0
100,New,Referral,Jacket,AddToCart,2025-10-21 08:21:24,0
101,New,Organic,Watch,Home,2025-10-20 11:42:00,0
101,New,Organic,Watch,Category,2025-10-20 11:47:07,0
102,New,Organic,Bag,Home,2025-10-20 11:57:00,0
102,New,Organic,Bag,Category,2025-10-20 12:03:40,0
103,New,Referral,Bag,Home,2025-10-20 21:00:00,0
103,New,Referral,Bag,Category,2025-10-20 21:01:29,0
103,New,Referral,Bag,Product,2025-10-20 21:09:34,0
103,New,Referral,Bag,AddToCart,2025-10-20 21:19:33,0
103,New,Referral,Bag,Checkout,2025-10-20 21:27:59,1
104,Returning,Organic,Bag,Home,2025-10-21 00:48:00,0
104,Returning,Organic,Bag,Category,2025-10-21 00:50:39,0
104,Returning,Organic,Bag,Product,2025-10-21 00:56:12,0
105,New,Referral,Bag,Home,2025-10-21 07:52:00,0
105,New,Referral,Bag,Category,2025-10-21 07:58:31,0
106,New,Organic,Bag,Home,2025-10-21 03:48:00,0
106,New,Organic,Bag,Category,2025-10-21 03:57:33,0
106,New,Organic,Bag,Product,2025-10-21 04:03:14,0
106,New,Organic,Bag,AddToCart,2025-10-21 04:06:43,0
107,Returning,Paid,Watch,Home,2025-10-20 20:01:00,0
108,Returning,Paid,Bag,Home,2025-10-21 02:01:00,0
108,Returning,Paid,Bag,Category,2025-10-21 02:03:59,0
108,Returning,Paid,Bag,Product,2025-10-21 02:06:47,0
109,Returning,Referral,Shoes,Home,2025-10-21 03:13:00,0
110,New,Organic,Watch,Home,2025-10-20 14:51:00,0
110,New,Organic,Watch,Category,2025-10-20 14:59:14,0
110,New,Organic,Watch,Product,2025-10-20 15:00:25,0
110,New,Organic,Watch,AddToCart,2025-10-20 15:03:59,0
110,New,Organic,Watch,Checkout,2025-10-20 15:06:29,0
111,New,Paid,Shoes,Home,2025-10-21 04:56:00,0
112,New,Organic,Bag,Home,2025-10-21 07:16:00,0
112,New,Organic,Bag,Category,2025-10-21 07:23:53,0
112,New,Organic,Bag,Product,2025-10-21 07:25:21,0
112,New,Organic,Bag,AddToCart,2025-10-21 07:34:56,0
112,New,Organic,Bag,Checkout,2025-10-21 07:42:18,0
113,Returning,Organic,Jacket,Home,2025-10-20 09:27:00,0
113,Returning,Organic,Jacket,Category,2025-10-20 09:31:54,0
113,Returning,Organic,Jacket,Product,2025-10-20 09:41:00,0
113,Returning,Organic,Jacket,AddToCart,2025-10-20 09:44:33,0
114,New,Organic,Watch,Home,2025-10-20 12:15:00,0
114,New,Organic,Watch,Category,2025-10-20 12:23:27,0
115,New,Organic,Watch,Home,2025-10-20 23:28:00,0
115,New,Organic,Watch,Category,2025-10-20 23:37:49,0
116,Returning,Referral,Bag,Home,2025-10-20 13:07:00,0
117,New,Organic,Bag,Home,2025-10-20 13:14:00,0
117,New,Organic,Bag,Category,2025-10-20 13:18:28,0
117,New,Organic,Bag,Product,2025-10-20 13:25:05,0
117,New,Organic,Bag,AddToCart,2025-10-20 13:31:00,0
117,New,Organic,Bag,Checkout,2025-10-20 13:38:57,0
118,New,Paid,Shoes,Home,2025-10-20 13:34:00,0
118,New,Paid,Shoes,Category,2025-10-20 13:41:20,0
118,New,Paid,Shoes,Product,2025-10-20 13:46:00,0
119,New,Paid,Jacket,Home,2025-10-21 07:31:00,0
119,New,Paid,Jacket,Category,2025-10-21 07:37:30,0
119,New,Paid,Jacket,Product,2025-10-21 07:38:33,0
120,Returning,Organic,Bag,Home,2025-10-20 15:44:00,0
121,New,Paid,Watch,Home,2025-10-20 17:51:00,0
121,New,Paid,Watch,Category,2025-10-20 18:00:29,0
122,New,Organic,Jacket,Home,2025-10-20 13:33:00,0
122,New,Organic,Jacket,Category,2025-10-20 13:40:18,0
122,New,Organic,Jacket,Product,2025-10-20 13:49:10,0
122,New,Organic,Jacket,AddToCart,2025-10-20 13:55:15,0
123,Returning,Paid,Bag,Home,2025-10-20 18:56:00,0
123,Returning,Paid,Bag,Category,2025-10-20 19:05:02,0
123,Returning,Paid,Bag,Product,2025-10-20 19:10:42,0
123,Returning,Paid,Bag,AddToCart,2025-10-20 19:13:54,0
123,Returning,Paid,Bag,Checkout,2025-10-20 19:23:03,1
124,New,Organic,Watch,Home,2025-10-20 20:08:00,0
124,New,Organic,Watch,Category,2025-10-20 20:09:43,0
124,New,Organic,Watch,Product,2025-10-20 20:15:50,0
124,New,Organic,Watch,AddToCart,2025-10-20 20:16:34,0
125,New,Organic,Shoes,Home,2025-10-21 02:22:00,0
125,New,Organic,Shoes,Category,2025-10-21 02:23:06,0
125,New,Organic,Shoes,Product,2025-10-21 02:27:28,0
126,New,Organic,Watch,Home,2025-10-21 04:26:00,0
126,New,Organic,Watch,Category,2025-10-21 04:35:55,0
126,New,Organic,Watch,Product,2025-10-21 04:41:32,0
126,New,Organic,Watch,AddToCart,2025-10-21 04:45:16,0
126,New,Organic,Watch,Checkout,2025-10-21 04:52:56,0
127,New,Organic,Bag,Home,2025-10-20 20:40:00,0
127,New,Organic,Bag,Category,2025-10-20 20:44:37,0
127,New,Organic,Bag,Product,2025-10-20 20:53:20,0
128,Returning,Organic,Jacket,Home,2025-10-21 05:18:00,0
128,Returning,Organic,Jacket,Category,2025-10-21 05:19:58,0
129,New,Paid,Jacket,Home,2025-10-21 03:33:00,0
129,New,Paid,Jacket,Category,2025-10-21 03:39:23,0
129,New,Paid,Jacket,Product,2025-10-21 03:46:44,0
130,Returning,Paid,Shoes,Home,2025-10-20 11:31:00,0
130,Returning,Paid,Shoes,Category,2025-10-20 11:35:23,0
131,Returning,Paid,Bag,Home,2025-10-21 01:39:00,0
131,Returning,Paid,Bag,Category,2025-10-21 01:47:01,0
131,Returning,Paid,Bag,Product,2025-10-21 01:55:14,0
132,Returning,Organic,Bag,Home,2025-10-21 07:04:00,0
132,Returning,Organic,Bag,Category,2025-10-21 07:11:06,0
132,Returning,Organic,Bag,Product,2025-10-21 07:11:38,0
133,New,Paid,Shoes,Home,2025-10-21 04:37:00,0
133,New,Paid,Shoes,Category,2025-10-21 04:44:11,0
134,New,Organic,Watch,Home,2025-10-20 17:02:00,0
134,New,Organic,Watch,Category,2025-10-20 17:05:54,0
134,New,Organic,Watch,Product,2025-10-20 17:06:51,0
135,New,Referral,Jacket,Home,2025-10-21 07:26:00,0
135,New,Referral,Jacket,Category,2025-10-21 07:33:55,0
136,New,Organic,Bag,Home,2025-10-20 14:18:00,0
136,New,Organic,Bag,Category,2025-10-20 14:24:18,0
137,New,Organic,Shoes,Home,2025-10-21 02:37:00,0
137,New,Organic,Shoes,Category,2025-10-21 02:43:30,0
137,New,Organic,Shoes,Product,2025-10-21 02:47:30,0
138,New,Paid,Bag,Home,2025-10-20 19:32:00,0
138,New,Paid,Bag,Category,2025-10-20 19:39:42,0
139,New,Paid,Bag,Home,2025-10-21 05:19:00,0
139,New,Paid,Bag,Category,2025-10-21 05:28:22,0
139,New,Paid,Bag,Product,2025-10-21 05:38:04,0
140,New,Organic,Watch,Home,2025-10-21 06:37:00,0
140,New,Organic,Watch,Category,2025-10-21 06:45:37,0
141,New,Referral,Shoes,Home,2025-10-21 00:39:00,0
141,New,Referral,Shoes,Category,2025-10-21 00:41:27,0
141,New,Referral,Shoes,Product,2025-10-21 00:51:27,0
142,New,Paid,Jacket,Home,2025-10-20 15:41:00,0
142,New,Paid,Jacket,Category,2025-10-20 15:44:49,0
142,New,Paid,Jacket,Product,2025-10-20 15:47:05,0
142,New,Paid,Jacket,AddToCart,2025-10-20 15:52:26,0
142,New,Paid,Jacket,Checkout,2025-10-20 15:57:34,1
143,New,Organic,Jacket,Home,2025-10-20 23:36:00,0
144,New,Referral,Jacket,Home,2025-10-20 14:59:00,0
144,New,Referral,Jacket,Category,2025-10-20 15:05:43,0
144,New,Referral,Jacket,Product,2025-10-20 15:10:01,0
144,New,Referral,Jacket,AddToCart,2025-10-20 15:13:26,0
145,New,Paid,Shoes,Home,2025-10-21 06:58:00,0
145,New,Paid,Shoes,Category,2025-10-21 07:04:53,0
145,New,Paid,Shoes,Product,2025-10-21 07:14:33,0
145,New,Paid,Shoes,AddToCart,2025-10-21 07:19:50,0
146,Returning,Referral,Jacket,Home,2025-10-21 06:03:00,0
146,Returning,Referral,Jacket,Category,2025-10-21 06:09:12,0
146,Returning,Referral,Jacket,Product,2025-10-21 06:14:24,0
